index,id,category_id,category,name,badge,engine,entropy,standard,about
"8654","hc10000_code_06936","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08654 - HC-ACCUM-Neon-Parallax-06936-256-bit-v7.8","H06936","ACCUM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod ACCUM profile","HC-ACCUM-Neon-Parallax-06936-256-bit-v7.8: acumulador criptografico. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8655","hc10000_code_06937","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08655 - HC-IBE-Axiom-Vector-06937-L3-v8.1","H06937","IBE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod IBE profile","HC-IBE-Axiom-Vector-06937-L3-v8.1: cifrado basado en identidad. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8656","hc10000_code_06938","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08656 - HC-ABE-Nova-Spectra-06938-L5-v9.4","H06938","ABE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod ABE profile","HC-ABE-Nova-Spectra-06938-L5-v9.4: cifrado basado en atributos. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8657","hc10000_code_06939","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08657 - HC-RING-Zephyr-Aurora-06939-128-bit-v1.7","H06939","RING - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod RING profile","HC-RING-Zephyr-Aurora-06939-128-bit-v1.7: firma de anillo. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8658","hc10000_code_06940","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08658 - HC-BLIND-Pulse-Kairo-06940-256-bit-v2.0","H06940","BLIND - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod BLIND profile","HC-BLIND-Pulse-Kairo-06940-256-bit-v2.0: firma ciega. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8659","hc10000_code_06941","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08659 - HC-PQC-KEM-Cipher-Quanta-06941-256-bit-v3.3","H06941","PQC-KEM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","896 bits","Hashcod PQC-KEM profile","HC-PQC-KEM-Cipher-Quanta-06941-256-bit-v3.3: intercambio de claves post-cuantico. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8660","hc10000_code_06942","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08660 - HC-PQC-SIG-Atlas-Sigma-06942-L3-v4.6","H06942","PQC-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","896 bits","Hashcod PQC-SIG profile","HC-PQC-SIG-Atlas-Sigma-06942-L3-v4.6: firma digital post-cuantica. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8661","hc10000_code_06943","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08661 - HC-HASH-SIG-Obsidian-Eclipse-06943-L5-v5.9","H06943","HASH-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","832 bits","Hashcod HASH-SIG profile","HC-HASH-SIG-Obsidian-Eclipse-06943-L5-v5.9: firma basada en hash. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8662","hc10000_code_06944","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08662 - HC-HPKE-Helix-Falcon-06944-192-bit-v6.2","H06944","HPKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod HPKE profile","HC-HPKE-Helix-Falcon-06944-192-bit-v6.2: cifrado publico hibrido. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8663","hc10000_code_06945","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08663 - HC-ZK-Orion-Vertex-06945-L1-v7.5","H06945","ZK - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod ZK profile","HC-ZK-Orion-Vertex-06945-L1-v7.5: prueba de conocimiento cero. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8664","hc10000_code_06946","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08664 - HC-MPC-Nimbus-Chronos-06946-256-bit-v8.8","H06946","MPC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod MPC profile","HC-MPC-Nimbus-Chronos-06946-256-bit-v8.8: computacion multipartita segura. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8665","hc10000_code_06947","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08665 - HC-FHE-Aether-Delta-06947-L3-v9.1","H06947","FHE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","832 bits","Hashcod FHE profile","HC-FHE-Aether-Delta-06947-L3-v9.1: cifrado homomorfico. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8666","hc10000_code_06948","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08666 - HC-THRESH-Argon-Monolith-06948-L5-v1.4","H06948","THRESH - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod THRESH profile","HC-THRESH-Argon-Monolith-06948-L5-v1.4: criptografia de umbral. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8667","hc10000_code_06949","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08667 - HC-VDF-Meridian-Zenith-06949-128-bit-v2.7","H06949","VDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","640 bits","Hashcod VDF profile","HC-VDF-Meridian-Zenith-06949-128-bit-v2.7: funcion de retardo verificable. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8668","hc10000_code_06950","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08668 - HC-VRF-Omega-Lattice-06950-256-bit-v3.0","H06950","VRF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod VRF profile","HC-VRF-Omega-Lattice-06950-256-bit-v3.0: funcion aleatoria verificable. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8669","hc10000_code_06951","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08669 - HC-AEAD-LW-Vortex-Titan-06951-256-bit-v4.3","H06951","AEAD-LW - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","640 bits","Hashcod AEAD-LW profile","HC-AEAD-LW-Vortex-Titan-06951-256-bit-v4.3: cifrado autenticado ligero. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8670","hc10000_code_06952","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08670 - HC-XOF-Krypton-Matrix-06952-L3-v5.6","H06952","XOF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod XOF profile","HC-XOF-Krypton-Matrix-06952-L3-v5.6: funcion de salida extensible. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8671","hc10000_code_06953","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08671 - HC-KDF-Radial-Prism-06953-L5-v6.9","H06953","KDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod KDF profile","HC-KDF-Radial-Prism-06953-L5-v6.9: derivacion segura de claves. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8672","hc10000_code_06954","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08672 - HC-MAC-Nexus-Cobalt-06954-192-bit-v7.2","H06954","MAC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod MAC profile","HC-MAC-Nexus-Cobalt-06954-192-bit-v7.2: autenticacion de mensajes. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8673","hc10000_code_06955","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08673 - HC-PAKE-Vega-Solstice-06955-L1-v8.5","H06955","PAKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod PAKE profile","HC-PAKE-Vega-Solstice-06955-L1-v8.5: intercambio seguro con contrasena. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8674","hc10000_code_06956","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08674 - HC-ACCUM-Neon-Parallax-06956-256-bit-v9.8","H06956","ACCUM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod ACCUM profile","HC-ACCUM-Neon-Parallax-06956-256-bit-v9.8: acumulador criptografico. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8675","hc10000_code_06957","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08675 - HC-IBE-Axiom-Vector-06957-L3-v1.1","H06957","IBE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod IBE profile","HC-IBE-Axiom-Vector-06957-L3-v1.1: cifrado basado en identidad. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8676","hc10000_code_06958","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08676 - HC-ABE-Nova-Spectra-06958-L5-v2.4","H06958","ABE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod ABE profile","HC-ABE-Nova-Spectra-06958-L5-v2.4: cifrado basado en atributos. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8677","hc10000_code_06959","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08677 - HC-RING-Zephyr-Aurora-06959-128-bit-v3.7","H06959","RING - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod RING profile","HC-RING-Zephyr-Aurora-06959-128-bit-v3.7: firma de anillo. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8678","hc10000_code_06960","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08678 - HC-BLIND-Pulse-Kairo-06960-256-bit-v4.0","H06960","BLIND - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod BLIND profile","HC-BLIND-Pulse-Kairo-06960-256-bit-v4.0: firma ciega. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8679","hc10000_code_06961","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08679 - HC-PQC-KEM-Cipher-Quanta-06961-256-bit-v5.3","H06961","PQC-KEM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","896 bits","Hashcod PQC-KEM profile","HC-PQC-KEM-Cipher-Quanta-06961-256-bit-v5.3: intercambio de claves post-cuantico. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8680","hc10000_code_06962","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08680 - HC-PQC-SIG-Atlas-Sigma-06962-L3-v6.6","H06962","PQC-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","896 bits","Hashcod PQC-SIG profile","HC-PQC-SIG-Atlas-Sigma-06962-L3-v6.6: firma digital post-cuantica. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8681","hc10000_code_06963","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08681 - HC-HASH-SIG-Obsidian-Eclipse-06963-L5-v7.9","H06963","HASH-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","832 bits","Hashcod HASH-SIG profile","HC-HASH-SIG-Obsidian-Eclipse-06963-L5-v7.9: firma basada en hash. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8682","hc10000_code_06964","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08682 - HC-HPKE-Helix-Falcon-06964-192-bit-v8.2","H06964","HPKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod HPKE profile","HC-HPKE-Helix-Falcon-06964-192-bit-v8.2: cifrado publico hibrido. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8683","hc10000_code_06965","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08683 - HC-ZK-Orion-Vertex-06965-L1-v9.5","H06965","ZK - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod ZK profile","HC-ZK-Orion-Vertex-06965-L1-v9.5: prueba de conocimiento cero. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8684","hc10000_code_06966","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08684 - HC-MPC-Nimbus-Chronos-06966-256-bit-v1.8","H06966","MPC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod MPC profile","HC-MPC-Nimbus-Chronos-06966-256-bit-v1.8: computacion multipartita segura. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8685","hc10000_code_06967","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08685 - HC-FHE-Aether-Delta-06967-L3-v2.1","H06967","FHE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","832 bits","Hashcod FHE profile","HC-FHE-Aether-Delta-06967-L3-v2.1: cifrado homomorfico. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8686","hc10000_code_06968","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08686 - HC-THRESH-Argon-Monolith-06968-L5-v3.4","H06968","THRESH - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod THRESH profile","HC-THRESH-Argon-Monolith-06968-L5-v3.4: criptografia de umbral. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8687","hc10000_code_06969","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08687 - HC-VDF-Meridian-Zenith-06969-128-bit-v4.7","H06969","VDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","640 bits","Hashcod VDF profile","HC-VDF-Meridian-Zenith-06969-128-bit-v4.7: funcion de retardo verificable. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8688","hc10000_code_06970","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08688 - HC-VRF-Omega-Lattice-06970-256-bit-v5.0","H06970","VRF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod VRF profile","HC-VRF-Omega-Lattice-06970-256-bit-v5.0: funcion aleatoria verificable. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8689","hc10000_code_06971","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08689 - HC-AEAD-LW-Vortex-Titan-06971-256-bit-v6.3","H06971","AEAD-LW - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","640 bits","Hashcod AEAD-LW profile","HC-AEAD-LW-Vortex-Titan-06971-256-bit-v6.3: cifrado autenticado ligero. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8690","hc10000_code_06972","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08690 - HC-XOF-Krypton-Matrix-06972-L3-v7.6","H06972","XOF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod XOF profile","HC-XOF-Krypton-Matrix-06972-L3-v7.6: funcion de salida extensible. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8691","hc10000_code_06973","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08691 - HC-KDF-Radial-Prism-06973-L5-v8.9","H06973","KDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod KDF profile","HC-KDF-Radial-Prism-06973-L5-v8.9: derivacion segura de claves. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8692","hc10000_code_06974","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08692 - HC-MAC-Nexus-Cobalt-06974-192-bit-v9.2","H06974","MAC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod MAC profile","HC-MAC-Nexus-Cobalt-06974-192-bit-v9.2: autenticacion de mensajes. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8693","hc10000_code_06975","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08693 - HC-PAKE-Vega-Solstice-06975-L1-v1.5","H06975","PAKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod PAKE profile","HC-PAKE-Vega-Solstice-06975-L1-v1.5: intercambio seguro con contrasena. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8694","hc10000_code_06976","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08694 - HC-ACCUM-Neon-Parallax-06976-256-bit-v2.8","H06976","ACCUM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod ACCUM profile","HC-ACCUM-Neon-Parallax-06976-256-bit-v2.8: acumulador criptografico. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8695","hc10000_code_06977","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08695 - HC-IBE-Axiom-Vector-06977-L3-v3.1","H06977","IBE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod IBE profile","HC-IBE-Axiom-Vector-06977-L3-v3.1: cifrado basado en identidad. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8696","hc10000_code_06978","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08696 - HC-ABE-Nova-Spectra-06978-L5-v4.4","H06978","ABE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod ABE profile","HC-ABE-Nova-Spectra-06978-L5-v4.4: cifrado basado en atributos. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8697","hc10000_code_06979","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08697 - HC-RING-Zephyr-Aurora-06979-128-bit-v5.7","H06979","RING - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod RING profile","HC-RING-Zephyr-Aurora-06979-128-bit-v5.7: firma de anillo. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8698","hc10000_code_06980","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08698 - HC-BLIND-Pulse-Kairo-06980-256-bit-v6.0","H06980","BLIND - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod BLIND profile","HC-BLIND-Pulse-Kairo-06980-256-bit-v6.0: firma ciega. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8699","hc10000_code_06981","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08699 - HC-PQC-KEM-Cipher-Quanta-06981-256-bit-v7.3","H06981","PQC-KEM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","896 bits","Hashcod PQC-KEM profile","HC-PQC-KEM-Cipher-Quanta-06981-256-bit-v7.3: intercambio de claves post-cuantico. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8700","hc10000_code_06982","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08700 - HC-PQC-SIG-Atlas-Sigma-06982-L3-v8.6","H06982","PQC-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","896 bits","Hashcod PQC-SIG profile","HC-PQC-SIG-Atlas-Sigma-06982-L3-v8.6: firma digital post-cuantica. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8701","hc10000_code_06983","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08701 - HC-HASH-SIG-Obsidian-Eclipse-06983-L5-v9.9","H06983","HASH-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","832 bits","Hashcod HASH-SIG profile","HC-HASH-SIG-Obsidian-Eclipse-06983-L5-v9.9: firma basada en hash. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8702","hc10000_code_06984","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08702 - HC-HPKE-Helix-Falcon-06984-192-bit-v1.2","H06984","HPKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod HPKE profile","HC-HPKE-Helix-Falcon-06984-192-bit-v1.2: cifrado publico hibrido. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8703","hc10000_code_06985","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08703 - HC-ZK-Orion-Vertex-06985-L1-v2.5","H06985","ZK - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod ZK profile","HC-ZK-Orion-Vertex-06985-L1-v2.5: prueba de conocimiento cero. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8704","hc10000_code_06986","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08704 - HC-MPC-Nimbus-Chronos-06986-256-bit-v3.8","H06986","MPC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod MPC profile","HC-MPC-Nimbus-Chronos-06986-256-bit-v3.8: computacion multipartita segura. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"8705","hc10000_code_06987","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 08705 - HC-FHE-Aether-Delta-06987-L3-v4.1","H06987","FHE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","832 bits","Hashcod FHE profile","HC-FHE-Aether-Delta-06987-L3-v4.1: cifrado homomorfico. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
